Order ID;Order Date;Customer ID;Product ID;Sales;Quantity;Discount;Profit;Market
CG-2013-3470;26/07/2013;HM-4980;TEC-MOT-10003348;3856.14;6;0.00;1465.20;Africa
IN-2014-13639;19/11/2014;RW-19540;TEC-PH-10001990;3524.47;6;0.10;861.37;APAC
ES-2012-2510515;19/06/2012;LH-17155;TEC-PH-10002898;2167.30;4;0.15;790.42;EU
MX-2012-153157;11/10/2012;FH-14365;TEC-PH-10004196;2556.00;6;0.00;178.92;LATAM
ES-2011-2585328;09/08/2011;KM-16660;TEC-CO-10001633;1469.25;5;0.00;308.40;EU
ES-2011-4500805;05/11/2011;PO-18865;TEC-PH-10002623;4448.83;8;0.15;1517.71;EU
CA-2014-107174;07/11/2014;AB-10060;FUR-TA-10004575;2036.86;7;0.00;366.63;US
MX-2013-113824;26/04/2013;AB-10060;FUR-BO-10001498;2472.66;9;0.00;914.76;LATAM
IN-2013-45076;26/12/2013;DB-13060;OFF-AP-10003598;3739.18;8;0.10;747.82;APAC
IT-2013-5208514;13/03/2013;VM-21685;FUR-CH-10001582;2570.87;11;0.50;-2211.17;EU
US-2013-107440;17/04/2013;BS-11365;TEC-MA-10001047;9099.93;7;0.00;2365.98;US
ES-2012-2314672;05/04/2012;DM-13525;TEC-PH-10000505;2875.77;9;0.50;-1783.08;EU
ES-2012-4765389;26/12/2012;NM-18520;FUR-BO-10002003;1741.80;4;0.00;261.24;EU
IN-2013-15368;18/04/2013;LC-16885;TEC-CO-10001775;1601.64;5;0.10;587.19;APAC
IN-2011-18385;24/05/2011;RO-19780;OFF-AP-10000647;3670.80;7;0.00;367.08;APAC
CA-2012-149846;22/05/2012;SB-20185;TEC-MA-10004002;2973.32;7;0.20;334.50;US
ES-2013-2757712;16/05/2013;EM-14065;TEC-CO-10001926;1900.95;5;0.00;589.20;EU
CA-2011-106726;06/12/2011;RS-19765;OFF-ST-10001496;1261.33;7;0.00;327.95;US
IT-2011-1978668;16/02/2011;ON-18715;FUR-CH-10002203;4544.10;11;0.10;1868.13;EU
IN-2013-63773;31/05/2013;VS-21820;FUR-BO-10001934;1455.12;4;0.00;116.40;APAC
IN-2013-10965;01/10/2013;CM-12115;TEC-CO-10000562;1943.19;6;0.10;258.93;APAC
CA-2011-145541;14/12/2011;TB-21400;TEC-MA-10001127;6999.96;4;0.00;2239.99;US
CA-2013-117121;18/12/2013;AB-10105;OFF-BI-10000545;9892.74;13;0.00;4946.37;US
ID-2013-79432;11/12/2013;JK-15325;TEC-CO-10002035;1695.87;5;0.10;-37.83;APAC
IT-2014-4499061;18/03/2014;RP-19270;TEC-CO-10004099;1505.98;6;0.15;-265.76;EU
IN-2014-34226;19/12/2014;DW-13540;TEC-PH-10003002;1954.17;3;0.00;312.66;APAC
CA-2011-136567;20/12/2011;PS-19045;FUR-TA-10001932;2244.48;7;0.00;493.79;US
CA-2013-143714;24/05/2013;CC-12370;TEC-CO-10004722;8399.98;4;0.40;1120.00;US
CA-2011-151330;14/10/2011;TC-21295;FUR-CH-10000749;1628.82;9;0.00;260.61;US
MX-2014-158386;18/09/2014;GM-14440;TEC-CO-10004398;1213.19;7;0.00;508.01;LATAM
IN-2013-30663;25/11/2013;SV-20815;TEC-CO-10004535;1590.60;5;0.00;572.55;APAC
IN-2013-77444;07/11/2013;MM-17920;TEC-AC-10000420;2330.64;9;0.00;1025.46;APAC
IN-2014-39077;19/07/2014;JK-16120;FUR-BO-10001212;3278.58;8;0.07;140.82;APAC
ID-2012-60980;16/08/2012;EM-14200;TEC-PH-10001670;3741.52;7;0.17;946.63;APAC
CA-2013-128594;27/08/2013;DJ-13510;FUR-CH-10001215;1603.14;4;0.20;100.20;US
IN-2012-57025;11/01/2012;PM-18940;FUR-BO-10004679;3637.60;10;0.07;156.40;APAC
MX-2013-157868;28/01/2013;AT-10435;OFF-AP-10001776;2455.88;7;0.00;785.82;LATAM
ID-2012-66111;14/06/2012;AB-10015;TEC-MA-10003704;1024.68;8;0.50;-286.92;APAC
CA-2011-120474;01/12/2011;RP-19390;FUR-CH-10001854;2807.84;8;0.00;673.88;US
CA-2013-100300;25/06/2013;MJ-17740;TEC-MA-10000984;4476.80;4;0.20;503.64;US
MX-2012-164791;06/12/2012;PV-18985;TEC-AC-10000376;2297.96;14;0.00;988.12;LATAM
IT-2013-1350483;05/09/2013;SB-20290;TEC-CO-10003800;2671.41;7;0.00;534.24;EU
SO-2014-4990;18/09/2014;SM-10005;TEC-SAM-10004230;3834.00;6;0.00;268.38;Africa
CA-2014-149559;12/09/2014;KF-16285;FUR-CH-10002320;2054.27;8;0.20;256.78;US
IN-2012-30943;03/08/2012;KH-16330;OFF-AP-10002312;3501.74;8;0.17;210.86;APAC
IN-2014-13324;09/12/2014;MP-18175;TEC-PH-10000169;1725.46;3;0.10;747.61;APAC
IN-2012-46889;25/10/2012;LH-17020;TEC-CO-10000865;1583.70;5;0.00;174.15;APAC
CA-2012-114069;13/07/2012;ND-18370;FUR-CH-10000595;1931.04;9;0.10;321.84;US
ID-2013-35640;27/08/2013;CR-12625;FUR-BO-10000288;2760.35;7;0.10;-214.73;APAC
IN-2011-30292;13/05/2011;NC-18625;TEC-AC-10000866;3078.72;12;0.00;523.08;APAC
IT-2011-3675195;03/11/2011;GM-14680;OFF-AP-10001623;1983.14;7;0.50;-1784.90;EU
ES-2014-2034971;02/08/2014;RA-19945;FUR-BO-10003541;1112.78;3;0.10;296.66;EU
ES-2011-1426891;20/09/2011;DB-13060;TEC-CO-10004365;3616.50;10;0.00;36.00;EU
CA-2014-159366;08/01/2014;BW-11110;TEC-MA-10000822;3059.98;2;0.10;680.00;US
IN-2013-14773;11/03/2013;RF-19735;TEC-PH-10000499;2892.11;5;0.10;160.61;APAC
ES-2012-4934238;02/02/2012;JH-15820;TEC-PH-10000800;3263.40;5;0.00;848.40;EU
CA-2013-108987;09/09/2013;AG-10675;FUR-BO-10004834;2396.27;4;0.32;-317.15;US
MX-2014-111941;09/04/2014;DM-12955;FUR-TA-10001642;3117.09;13;0.20;38.95;LATAM
US-2013-143819;02/03/2013;KD-16270;TEC-MA-10003979;4899.93;7;0.00;2400.97;US
MX-2014-152961;19/03/2014;BE-11335;OFF-AP-10001041;1888.70;5;0.00;887.60;LATAM
IN-2013-17041;02/10/2013;SO-20335;OFF-AP-10002090;3000.78;6;0.00;1080.18;APAC
ES-2013-4679331;12/01/2013;DK-12835;OFF-AP-10002330;3801.63;7;0.00;1444.59;EU
SA-2014-1270;20/08/2014;LC-7050;TEC-CIS-10002344;5211.12;8;0.00;1146.24;EMEA
IN-2011-10286;17/12/2011;PB-19210;FUR-TA-10002153;1356.03;3;0.00;311.85;APAC
IN-2014-12897;14/03/2014;CG-12520;OFF-AP-10004964;3569.64;7;0.10;674.16;APAC
CA-2013-134887;26/03/2013;TB-21280;TEC-AC-10003832;1287.45;5;0.00;244.62;US
ID-2014-10076;09/07/2014;HG-15025;FUR-BO-10004679;2910.08;8;0.07;125.12;APAC
ID-2013-70122;11/06/2013;AD-10180;FUR-CH-10002061;3126.40;9;0.27;-128.72;APAC
ES-2011-2257437;10/08/2011;BP-11155;TEC-PH-10002759;5276.99;9;0.10;1758.89;EU
ID-2014-63920;17/03/2014;AA-10480;TEC-PH-10001699;2645.38;5;0.17;-0.02;APAC
ID-2013-29564;02/01/2013;RL-19615;FUR-BO-10001934;1637.01;5;0.10;-36.39;APAC
CA-2013-108196;26/11/2013;CS-12505;TEC-MA-10000418;4499.99;5;0.70;-6599.98;US
ID-2012-36403;10/10/2012;SW-20245;TEC-PH-10001699;2645.38;5;0.17;-0.02;APAC
CA-2014-127180;23/10/2014;TA-21385;TEC-PH-10001494;2399.60;8;0.00;647.89;US
IN-2011-19351;17/06/2011;BW-11110;FUR-TA-10001889;3238.31;5;0.30;-740.30;APAC
ES-2014-5842530;03/04/2014;YC-21895;FUR-BO-10000490;2291.81;7;0.10;127.13;EU
MX-2011-137897;17/05/2011;JM-15580;TEC-PH-10000018;2124.50;5;0.00;488.60;LATAM
BO-2014-8960;11/02/2014;MZ-7335;FUR-HON-10003533;2757.78;6;0.00;744.48;EMEA
ES-2013-2220066;12/10/2013;JF-15295;TEC-AC-10001949;1549.98;6;0.00;139.32;EU
CA-2011-127299;19/09/2011;JL-15835;TEC-MA-10001127;2624.99;3;0.50;-944.99;US
UP-2014-4500;17/07/2014;DJ-3510;OFF-HOO-10004910;3146.40;6;0.00;629.28;EMEA
ES-2014-2440513;22/11/2014;MF-18250;TEC-MA-10001335;2456.62;11;0.15;664.72;EU
IT-2011-5629016;30/05/2011;TC-21295;FUR-TA-10000347;2228.64;7;0.35;-754.41;EU
CA-2014-133263;01/04/2014;JE-15610;TEC-CO-10001449;2999.95;5;0.00;1439.98;US
IN-2014-65488;17/07/2014;CP-12340;OFF-AP-10002090;4001.04;8;0.00;1440.24;APAC
ES-2014-5530354;29/08/2014;EH-14125;TEC-PH-10000493;4876.88;9;0.15;745.88;EU
IN-2012-23782;26/12/2012;NC-18340;FUR-TA-10003596;1788.82;6;0.30;204.28;APAC
IN-2014-37320;11/11/2014;BF-11005;OFF-AP-10002244;3622.29;7;0.00;1267.77;APAC
ID-2013-31720;01/05/2013;JS-16030;FUR-TA-10003179;1242.59;5;0.47;-140.72;APAC
ES-2011-1712442;16/08/2011;AM-10360;TEC-PH-10001396;4453.05;7;0.00;1424.85;EU
IN-2014-78900;03/12/2014;JF-15190;FUR-TA-10003078;2673.36;8;0.00;1069.20;APAC
IN-2013-37803;25/06/2013;AB-10015;FUR-CH-10003581;2046.20;5;0.10;591.05;APAC
ES-2013-3939561;21/01/2013;JG-15160;FUR-TA-10000184;5451.30;6;0.00;2071.44;EU
CA-2013-138478;22/10/2013;DP-13390;OFF-BI-10001120;4535.98;3;0.20;1644.29;US
IN-2014-56808;12/07/2014;AG-10330;OFF-AP-10001956;1722.28;4;0.17;539.44;APAC
US-2013-116729;26/12/2013;GK-14620;TEC-PH-10002200;2575.94;7;0.20;257.59;US
ES-2014-1972860;01/09/2014;NF-18475;OFF-AP-10003382;1007.42;2;0.10;134.30;EU
CA-2011-119375;17/11/2011;YC-21895;OFF-ST-10002011;2934.33;7;0.00;792.27;US
IN-2011-64326;07/06/2011;DR-12940;OFF-AP-10003917;4624.29;9;0.10;1644.03;APAC
ES-2011-3259196;13/10/2011;NB-18655;OFF-ST-10002900;1066.45;6;0.10;-11.93;EU
IN-2013-48184;10/06/2013;NM-18445;TEC-CO-10003819;957.60;4;0.00;0.00;APAC
IN-2014-77017;13/12/2014;TA-21385;OFF-AP-10000675;4864.32;10;0.10;162.12;APAC
CA-2014-150091;13/10/2014;NP-18670;FUR-BO-10003404;2154.90;5;0.00;129.29;US
ID-2014-31363;10/06/2014;SC-20380;OFF-AP-10001824;1433.84;3;0.15;-84.37;APAC
SF-2011-6380;15/02/2011;PA-9060;OFF-SME-10000746;2784.60;14;0.00;779.52;Africa
ES-2013-1692384;28/11/2013;RB-19570;FUR-BO-10004999;3063.27;7;0.00;1470.21;EU
CA-2014-165323;18/06/2014;SR-20740;TEC-MA-10003673;3404.50;5;0.00;1668.21;US
CA-2013-168354;20/09/2013;RH-19510;OFF-ST-10001490;1606.23;9;0.00;481.87;US
US-2011-158554;09/08/2011;LH-16750;TEC-PH-10004196;2044.80;6;0.20;-332.28;LATAM
CA-2011-141796;21/06/2011;JG-15160;TEC-PH-10001578;1214.85;3;0.00;352.31;US
IN-2012-12162;02/08/2012;KB-16585;TEC-CO-10000208;1521.00;4;0.00;0.00;APAC
ES-2012-2510515;19/06/2012;LH-17155;OFF-AP-10002330;2443.91;5;0.10;760.31;EU
CA-2012-113404;16/07/2012;EM-13810;FUR-CH-10003312;1348.70;6;0.20;-219.16;US
IR-2013-8520;02/08/2013;MZ-7515;TEC-EPS-10000053;1141.80;10;0.00;570.90;EMEA
IN-2014-68463;22/05/2014;DM-13345;OFF-ST-10004060;1865.97;9;0.00;802.17;APAC
ID-2011-64599;10/02/2011;CA-11965;TEC-PH-10000303;6998.64;11;0.00;2939.31;APAC
ES-2013-4632541;27/09/2013;SC-20305;FUR-BO-10002708;1091.25;3;0.00;119.97;EU
IN-2014-23761;02/06/2014;MH-18115;FUR-BO-10000210;1094.22;3;0.00;328.23;APAC
IN-2013-16964;30/09/2013;KS-16300;FUR-BO-10001192;1320.62;4;0.10;484.22;APAC
IN-2011-76989;19/07/2011;BG-11740;TEC-PH-10004664;2555.64;4;0.00;664.44;APAC
RS-2014-4620;14/08/2014;CR-2625;FUR-SAU-10002255;3498.72;8;0.00;594.72;EMEA
CA-2013-147417;26/07/2013;CB-12415;TEC-CO-10001449;1439.98;4;0.40;192.00;US
IN-2014-61393;31/10/2014;DK-13090;TEC-CO-10001954;2272.86;6;0.00;977.22;APAC
IN-2013-13891;25/07/2013;JL-15835;TEC-PH-10003002;5211.12;8;0.00;833.76;APAC
IN-2014-32770;07/10/2014;AP-10720;TEC-PH-10003856;2582.16;4;0.00;361.44;APAC
IN-2014-14780;17/10/2014;CR-12820;TEC-PH-10004664;3194.55;5;0.00;830.55;APAC
IN-2013-71585;03/12/2013;BF-11080;FUR-CH-10000974;1705.00;4;0.10;378.88;APAC
IN-2014-20485;08/11/2014;JM-15265;OFF-AP-10003866;1538.72;6;0.15;325.70;APAC
IN-2013-48184;10/06/2013;NM-18445;FUR-CH-10003616;1381.32;3;0.00;593.91;APAC
IT-2011-4771701;21/09/2011;TW-21025;FUR-BO-10004999;1181.55;3;0.10;498.81;EU
IT-2011-2876489;21/06/2011;RB-19330;FUR-CH-10000479;1696.25;4;0.10;734.93;EU
CA-2014-133865;09/05/2014;PS-19045;TEC-CO-10001046;3359.95;6;0.20;1049.99;US
CA-2014-158379;23/09/2014;JA-15970;OFF-SU-10002881;4663.74;7;0.20;-1049.34;US
SF-2014-2330;26/11/2014;AB-60;OFF-HOO-10000318;1237.56;4;0.00;606.36;Africa
EG-2012-4640;30/03/2012;JR-5670;TEC-NOK-10001283;1274.70;2;0.00;140.16;Africa
MX-2011-138002;10/11/2011;MD-17350;OFF-AP-10000407;3172.14;9;0.00;856.44;LATAM
US-2014-102183;22/08/2014;PK-19075;OFF-BI-10001359;4305.55;6;0.20;1453.12;US
ES-2012-5113958;01/08/2012;EB-13840;OFF-AP-10004512;3979.29;7;0.00;1989.54;EU
CA-2014-120376;23/12/2014;TP-21130;FUR-CH-10002335;1586.69;7;0.00;412.54;US
CA-2014-168109;04/07/2014;JK-15640;TEC-MA-10001148;2395.20;6;0.20;209.58;US
CA-2014-111556;21/11/2014;CD-11920;TEC-PH-10001459;1259.97;3;0.00;327.59;US
AJ-2013-2640;23/01/2013;JL-5835;FUR-BAR-10004434;2058.00;4;0.00;946.68;EMEA
IN-2011-67651;21/05/2011;EP-13915;FUR-BO-10002444;2539.88;7;0.07;709.94;APAC
ES-2014-4957212;28/09/2014;MS-17770;FUR-BO-10004709;2898.21;7;0.00;1420.02;EU
IT-2011-3528798;06/11/2011;CM-12655;TEC-MA-10004772;1320.01;5;0.15;357.16;EU
LH-2014-5390;28/01/2014;JC-6105;FUR-BAR-10003532;2171.16;8;0.70;-2750.28;EMEA
IN-2014-32588;13/09/2014;GB-14530;TEC-CO-10002911;4448.22;13;0.10;444.48;APAC
CA-2012-137113;01/12/2012;TW-21025;FUR-TA-10001705;1913.40;9;0.00;401.81;US
US-2011-161760;22/12/2011;JH-16180;TEC-PH-10000169;2300.62;9;0.40;38.20;LATAM
EG-2013-4530;05/02/2013;MT-8070;FUR-SAU-10004653;2615.94;6;0.00;1072.44;Africa
IN-2011-51964;28/12/2011;AB-10105;TEC-CO-10002526;1066.68;3;0.00;394.65;APAC
CA-2013-122903;28/05/2013;LA-16780;FUR-CH-10002024;3504.90;5;0.00;700.98;US
LT-2011-270;27/04/2011;CV-2805;TEC-NOK-10004339;2544.60;4;0.00;814.20;Africa
IN-2011-86278;06/10/2011;NH-18610;FUR-TA-10000022;3694.68;4;0.00;886.68;APAC
ID-2013-17055;24/08/2013;HJ-14875;FUR-TA-10002153;2214.85;7;0.30;-221.57;APAC
MX-2013-151764;21/09/2013;JL-15175;FUR-CH-10000843;1236.48;4;0.00;111.28;LATAM
MX-2014-124744;17/12/2014;MY-18295;OFF-AP-10002681;1805.90;5;0.00;126.40;LATAM
US-2011-106992;19/09/2011;SB-20290;TEC-MA-10000822;3059.98;3;0.40;-510.00;US
CA-2014-168109;04/07/2014;JK-15640;TEC-AC-10002049;1687.80;4;0.00;742.63;US
CA-2011-117639;21/05/2011;MW-18235;OFF-BI-10003925;2715.93;7;0.00;1276.49;US
MX-2014-140305;03/06/2014;KC-16540;OFF-AP-10004627;1810.30;5;0.00;54.30;LATAM
MX-2014-113845;12/09/2014;CS-12460;TEC-PH-10001076;2120.50;5;0.00;106.00;LATAM
IN-2014-61932;17/04/2014;HA-14920;TEC-PH-10001457;1275.00;2;0.00;140.22;APAC
ES-2012-4589770;21/11/2012;MT-17815;TEC-MA-10004534;1593.65;7;0.15;-225.16;EU
ES-2014-1331794;06/03/2014;FW-14395;FUR-BO-10003991;1114.24;3;0.10;383.71;EU
ES-2012-4621754;23/07/2012;BH-11710;TEC-PH-10002623;2944.08;5;0.10;1112.13;EU
ID-2014-41191;07/11/2014;DK-12895;OFF-AP-10002793;3309.26;7;0.17;318.86;APAC
